
|Genbank ID|ST|cpn60|fusA|gltA|pyrG|recA|rplB|rpoB|
|GCA_018287575.1_PDT001019326.1|2|2|2|2|2|2|2|2|
|GCA_018287595.1_PDT001019324.1|2|2|2|2|2|2|2|2|
|GCA_018287615.1_PDT001019323.1|2|2|2|2|2|2|2|2|
|GCA_018287635.1_PDT001019322.1|2|2|2|2|2|2|2|2|
|GCA_018287655.1_PDT001019325.1|2|2|2|2|2|2|2|2|
|GCA_018287675.1_PDT001019319.1|499|5|2|39|2|3|1|5|
|GCA_018287695.1_PDT001019318.1|2|2|2|2|2|2|2|2|
|GCA_018287715.1_PDT001019320.1|2|2|2|2|2|2|2|2|
|GCA_018287735.1_PDT001019315.1|2|2|2|2|2|2|2|2|
|GCA_018287755.1_PDT001019313.1|2|2|2|2|2|2|2|2|
|GCA_018287775.1_PDT001019309.1|2|2|2|2|2|2|2|2|
|GCA_018287835.1_PDT001019303.1|2|2|2|2|2|2|2|2|
|GCA_018287855.1_PDT001019302.1|2|2|2|2|2|2|2|2|
|GCA_018287895.1_PDT001019297.1|2|2|2|2|2|2|2|2|
|GCA_018287935.1_PDT001019295.1|2|2|2|2|2|2|2|2|
|GCA_018287955.1_PDT001019294.1|2|2|2|2|2|2|2|2|
|GCA_018287965.1_PDT001019296.1|2|2|2|2|2|2|2|2|
|GCA_018287995.1_PDT001019293.1|2|2|2|2|2|2|2|2|
|GCA_018288055.1_PDT001019285.1|195|2|2|2|2|2|1|2|
|GCA_018288075.1_PDT001019287.1|2|2|2|2|2|2|2|2|
|GCA_018288095.1_PDT001019282.1|1142|34|4|37|1|5|6|36|
|GCA_018288115.1_PDT001019281.1|2|2|2|2|2|2|2|2|
|GCA_018288135.1_PDT001019280.1|2|2|2|2|2|2|2|2|
|GCA_018288475.1_PDT001019284.1|195|2|2|2|2|2|1|2|
|GCA_018358565.1_PDT001025369.1|2|2|2|2|2|2|2|2|
|GCA_018372965.1_ASM1837296v1|-|-|-|2|3|6|1|~29|
|GCA_018394135.1_PDT001040226.1|499|5|2|39|2|3|1|5|
|GCA_018394195.1_PDT001040224.1|2|2|2|2|2|2|2|2|
|GCA_018394215.1_PDT001040225.1|2|2|2|2|2|2|2|2|
|GCA_018394235.1_PDT001040219.1|2|2|2|2|2|2|2|2|
|GCA_018394275.1_PDT001040218.1|2|2|2|2|2|2|2|2|
|GCA_018404725.1_PDT001040222.1|2|2|2|2|2|2|2|2|
|GCA_018404745.1_PDT001040227.1|499|5|2|39|2|3|1|5|
|GCA_018404925.1_PDT001040220.1|2|2|2|2|2|2|2|2|
|GCA_018441065.1_ASM1844106v1|-|184?|3|148?|1|4|4|4|
|GCA_018452165.1_PDT001044890.1|2|2|2|2|2|2|2|2|
|GCA_018452205.1_PDT001044888.1|2|2|2|2|2|2|2|2|
|GCA_018452225.1_PDT001044883.1|2|2|2|2|2|2|2|2|
|GCA_018452265.1_PDT001044882.1|-|2|2|2|~2|2|2|2|
|GCA_018452325.1_PDT001044886.1|2|2|2|2|2|2|2|2|
|GCA_018452345.1_PDT001044881.1|2|2|2|2|2|2|2|2|
|GCA_018452365.1_PDT001044880.1|2|2|2|2|2|2|2|2|
|GCA_018452385.1_PDT001044885.1|2|2|2|2|2|2|2|2|
|GCA_018452405.1_PDT001044884.1|2|2|2|2|2|2|2|2|
|GCA_018453805.1_PDT001044809.1|2|2|2|2|2|2|2|2|
|GCA_018453825.1_PDT001044808.1|2|2|2|2|2|2|2|2|
|GCA_018453845.1_PDT001044806.1|2|2|2|2|2|2|2|2|
|GCA_018453865.1_PDT001044807.1|2|2|2|2|2|2|2|2|
|GCA_018453885.1_PDT001044805.1|15|6|6|8|2|3|5|4|
|GCA_018453905.1_PDT001044804.1|2|2|2|2|2|2|2|2|
|GCA_018453925.1_PDT001044798.1|2|2|2|2|2|2|2|2|
|GCA_018453945.1_PDT001044800.1|2|2|2|2|2|2|2|2|
|GCA_018453985.1_PDT001044803.1|2|2|2|2|2|2|2|2|
|GCA_018454005.1_PDT001044801.1|2|2|2|2|2|2|2|2|
|GCA_018454045.1_PDT001044796.1|2|2|2|2|2|2|2|2|
|GCA_018454065.1_PDT001044795.1|2|2|2|2|2|2|2|2|
|GCA_018454105.1_PDT001044797.1|2|2|2|2|2|2|2|2|
|GCA_018454525.1_PDT001044777.1|2|2|2|2|2|2|2|2|
|GCA_018454585.1_PDT001044776.1|2|2|2|2|2|2|2|2|
|GCA_018454605.1_PDT001044775.1|2|2|2|2|2|2|2|2|
|GCA_018454625.1_PDT001044774.1|-|26|2|~2|2|29|4|5|
|GCA_018454645.1_PDT001044773.1|406|1|1|1|2|65|1|5|
|GCA_018454665.1_PDT001044771.1|2|2|2|2|2|2|2|2|
|GCA_018454685.1_PDT001044772.1|2|2|2|2|2|2|2|2|
|GCA_018454705.1_PDT001044768.1|2|2|2|2|2|2|2|2|
|GCA_018454725.1_PDT001044770.1|2|2|2|2|2|2|2|2|
|GCA_018454745.1_PDT001044769.1|2|2|2|2|2|2|2|2|
|GCA_018454765.1_PDT001044766.1|2|2|2|2|2|2|2|2|
|GCA_018454785.1_PDT001044767.1|2|2|2|2|2|2|2|2|
|GCA_018476795.1_ASM1847679v1|2|2|2|2|2|2|2|2|
|GCA_018487645.1_PDT001046075.1|2|2|2|2|2|2|2|2|
|GCA_018493995.1_PDT001046035.1|2|2|2|2|2|2|2|2|
|GCA_018494015.1_PDT001046034.1|2|2|2|2|2|2|2|2|
|GCA_018494155.1_PDT001046032.1|2|2|2|2|2|2|2|2|
|GCA_018494395.1_PDT001046057.1|2|2|2|2|2|2|2|2|
|GCA_018494535.1_PDT001046047.1|2|2|2|2|2|2|2|2|
|GCA_018494555.1_PDT001046030.1|2|2|2|2|2|2|2|2|
|GCA_018494575.1_PDT001046079.1|2|2|2|2|2|2|2|2|
|GCA_018494595.1_PDT001046072.1|499|5|2|39|2|3|1|5|
|GCA_018494875.1_PDT001046082.1|2|2|2|2|2|2|2|2|
|GCA_018494915.1_PDT001046062.1|2|2|2|2|2|2|2|2|
|GCA_018495035.1_PDT001046061.1|2|2|2|2|2|2|2|2|
|GCA_018495075.1_PDT001046084.1|2|2|2|2|2|2|2|2|
|GCA_018495085.1_PDT001046087.1|2|2|2|2|2|2|2|2|
|GCA_018495115.1_PDT001046080.1|2|2|2|2|2|2|2|2|
|GCA_018495175.1_PDT001046060.1|2|2|2|2|2|2|2|2|
|GCA_018495195.1_PDT001046070.1|2|2|2|2|2|2|2|2|
|GCA_018495215.1_PDT001046074.1|2|2|2|2|2|2|2|2|
|GCA_018495235.1_PDT001046055.1|2|2|2|2|2|2|2|2|
|GCA_018495255.1_PDT001046054.1|2|2|2|2|2|2|2|2|
|GCA_018495275.1_PDT001046052.1|2|2|2|2|2|2|2|2|
|GCA_018495295.1_PDT001046045.1|2|2|2|2|2|2|2|2|
|GCA_018495315.1_PDT001046049.1|2|2|2|2|2|2|2|2|
|GCA_018495325.1_PDT001046050.1|499|5|2|39|2|3|1|5|
|GCA_018495355.1_PDT001046042.1|2|2|2|2|2|2|2|2|
|GCA_018495375.1_PDT001046037.1|2|2|2|2|2|2|2|2|
|GCA_018495395.1_PDT001046040.1|2|2|2|2|2|2|2|2|
|GCA_018496015.1_PDT001046076.1|2|2|2|2|2|2|2|2|
|GCA_018496175.1_PDT001046036.1|499|5|2|39|2|3|1|5|
|GCA_018496215.1_PDT001046024.1|-|2|2|~2|2|2|2|2|
|GCA_018496945.1_PDT001046048.1|2|2|2|2|2|2|2|2|
|GCA_018496965.1_PDT001046028.1|2|2|2|2|2|2|2|2|
|GCA_018498055.1_PDT001046031.1|2|2|2|2|2|2|2|2|
|GCA_018498365.1_PDT000985298.1|2|2|2|2|2|2|2|2|
|GCA_018498385.1_PDT000985297.1|2|2|2|2|2|2|2|2|
|GCA_018498405.1_PDT000985253.1|2|2|2|2|2|2|2|2|
|GCA_018498425.1_PDT000985269.1|499|5|2|39|2|3|1|5|
|GCA_018498445.1_PDT000985288.1|2|2|2|2|2|2|2|2|
|GCA_018498465.1_PDT000985286.1|2|2|2|2|2|2|2|2|
|GCA_018498485.1_PDT000985242.1|2|2|2|2|2|2|2|2|
|GCA_018498545.1_PDT000985236.1|499|5|2|39|2|3|1|5|
|GCA_018498645.1_PDT001046085.1|2|2|2|2|2|2|2|2|
|GCA_018498705.1_PDT001046083.1|2|2|2|2|2|2|2|2|
|GCA_018501265.1_PDT001046081.1|2|2|2|2|2|2|2|2|
|GCA_018501345.1_PDT001046078.1|2|2|2|2|2|2|2|2|
|GCA_018501365.1_PDT001046053.1|2|2|2|2|2|2|2|2|
|GCA_018517725.1_PDT001046073.1|499|5|2|39|2|3|1|5|
|GCA_018517745.1_PDT001046058.1|2|2|2|2|2|2|2|2|
|GCA_018517765.1_PDT001046056.1|2|2|2|2|2|2|2|2|
|GCA_018517785.1_PDT001046071.1|2|2|2|2|2|2|2|2|
|GCA_018517805.1_PDT001046086.1|2|2|2|2|2|2|2|2|
|GCA_018517825.1_PDT001046051.1|2|2|2|2|2|2|2|2|
|GCA_018517845.1_PDT001046046.1|2|2|2|2|2|2|2|2|
|GCA_018517905.1_PDT001046041.1|499|5|2|39|2|3|1|5|
|GCA_018517965.1_PDT001046043.1|2|2|2|2|2|2|2|2|
|GCA_018518015.1_PDT001046038.1|2|2|2|2|2|2|2|2|
|GCA_018558505.1_PDT001040223.1|2|2|2|2|2|2|2|2|
|GCA_018558525.1_PDT001040221.1|2|2|2|2|2|2|2|2|
|GCA_018625195.1_PDT001057008.1|2|2|2|2|2|2|2|2|
|GCA_018625905.1_PDT001057003.1|2|2|2|2|2|2|2|2|
|GCA_018625935.1_PDT001057006.1|2|2|2|2|2|2|2|2|
|GCA_018625955.1_PDT001057007.1|2|2|2|2|2|2|2|2|
|GCA_018625975.1_PDT001057005.1|2|2|2|2|2|2|2|2|
|GCA_018626075.1_PDT001057004.1|2|2|2|2|2|2|2|2|
|GCA_018868065.1_PDT001067708.1|2|2|2|2|2|2|2|2|
|GCA_018868085.1_PDT001067710.1|2|2|2|2|2|2|2|2|
|GCA_018868105.1_PDT001067716.1|2|2|2|2|2|2|2|2|
|GCA_018868125.1_PDT001067709.1|2|2|2|2|2|2|2|2|
|GCA_018868145.1_PDT001067707.1|2|2|2|2|2|2|2|2|
|GCA_018868225.1_PDT001067714.1|499|5|2|39|2|3|1|5|
|GCA_018868265.1_PDT001067711.1|2|2|2|2|2|2|2|2|
|GCA_018868285.1_PDT001067706.1|2|2|2|2|2|2|2|2|
|GCA_018868305.1_PDT001067701.1|2|2|2|2|2|2|2|2|
|GCA_018868345.1_PDT001067703.1|2|2|2|2|2|2|2|2|
|GCA_018868365.1_PDT001067705.1|2|2|2|2|2|2|2|2|
|GCA_018868385.1_PDT001067698.1|2|2|2|2|2|2|2|2|
|GCA_018868405.1_PDT001067696.1|-|2|148|2|2|2|2|2|
|GCA_018868425.1_PDT001067697.1|499|5|2|39|2|3|1|5|
|GCA_018868445.1_PDT001067695.1|2|2|2|2|2|2|2|2|
|GCA_018868465.1_PDT001067694.1|2|2|2|2|2|2|2|2|
|GCA_018868485.1_PDT001067692.1|499|5|2|39|2|3|1|5|
|GCA_018868505.1_PDT001067691.1|2|2|2|2|2|2|2|2|
|GCA_018868525.1_PDT001067690.1|2|2|2|2|2|2|2|2|
|GCA_018868545.1_PDT001067681.1|2|2|2|2|2|2|2|2|
|GCA_018868565.1_PDT001067680.1|2|2|2|2|2|2|2|2|
|GCA_018868585.1_PDT001067683.1|499|5|2|39|2|3|1|5|
|GCA_018868605.1_PDT001067679.1|2|2|2|2|2|2|2|2|
|GCA_018868625.1_PDT001067685.1|2|2|2|2|2|2|2|2|
|GCA_018868645.1_PDT001067689.1|2|2|2|2|2|2|2|2|
|GCA_018868665.1_PDT001067687.1|2|2|2|2|2|2|2|2|
|GCA_018868705.1_PDT001067688.1|2|2|2|2|2|2|2|2|
|GCA_018868725.1_PDT001067678.1|2|2|2|2|2|2|2|2|
|GCA_018868745.1_PDT001067677.1|499|5|2|39|2|3|1|5|
|GCA_018868765.1_PDT001067676.1|499|5|2|39|2|3|1|5|
|GCA_018868785.1_PDT001067674.1|2|2|2|2|2|2|2|2|
|GCA_018868805.1_PDT001067673.1|2|2|2|2|2|2|2|2|
|GCA_018868825.1_PDT001067675.1|2|2|2|2|2|2|2|2|
|GCA_018868845.1_PDT001067671.1|2|2|2|2|2|2|2|2|
|GCA_018868865.1_PDT001067672.1|2|2|2|2|2|2|2|2|
|GCA_018868885.1_PDT001067670.1|2|2|2|2|2|2|2|2|
|GCA_018868905.1_PDT001067669.1|2|2|2|2|2|2|2|2|
|GCA_018868925.1_PDT001067666.1|499|5|2|39|2|3|1|5|
|GCA_018868945.1_PDT001067668.1|499|5|2|39|2|3|1|5|
|GCA_018868965.1_PDT001067667.1|2|2|2|2|2|2|2|2|
|GCA_018868985.1_PDT001067665.1|2|2|2|2|2|2|2|2|
|GCA_018869005.1_PDT001067664.1|499|5|2|39|2|3|1|5|
|GCA_018869025.1_PDT001067662.1|499|5|2|39|2|3|1|5|
|GCA_018869045.1_PDT001067663.1|2|2|2|2|2|2|2|2|
|GCA_018869125.1_PDT001067661.1|2|2|2|2|2|2|2|2|
|GCA_018869145.1_PDT001067660.1|2|2|2|2|2|2|2|2|
|GCA_018869165.1_PDT001067659.1|2|2|2|2|2|2|2|2|
|GCA_018869185.1_PDT001067658.1|2|2|2|2|2|2|2|2|
|GCA_018954015.1_PDT001071653.1|2|2|2|2|2|2|2|2|
|GCA_018954265.1_PDT001071639.1|2|2|2|2|2|2|2|2|
|GCA_018954295.1_PDT001071629.1|2|2|2|2|2|2|2|2|
|GCA_018954315.1_PDT001071628.1|2|2|2|2|2|2|2|2|
|GCA_018954335.1_PDT001071632.1|2|2|2|2|2|2|2|2|
|GCA_018954355.1_PDT001071633.1|2|2|2|2|2|2|2|2|
|GCA_018954375.1_PDT001071634.1|2|2|2|2|2|2|2|2|
|GCA_018954415.1_PDT001071627.1|2|2|2|2|2|2|2|2|
|GCA_018954455.1_PDT001071622.1|2|2|2|2|2|2|2|2|
|GCA_018954475.1_PDT001071626.1|2|2|2|2|2|2|2|2|
|GCA_018954495.1_PDT001071621.1|2|2|2|2|2|2|2|2|
|GCA_018954515.1_PDT001071620.1|2|2|2|2|2|2|2|2|
|GCA_018954535.1_PDT001071617.1|2|2|2|2|2|2|2|2|
|GCA_018954595.1_PDT001071619.1|2|2|2|2|2|2|2|2|
|GCA_018954615.1_PDT001071618.1|2|2|2|2|2|2|2|2|
|GCA_019079785.1_PDT001079879.1|2|2|2|2|2|2|2|2|
|GCA_019079885.1_PDT001079872.1|2|2|2|2|2|2|2|2|
|GCA_019079925.1_PDT001079868.1|2|2|2|2|2|2|2|2|
|GCA_019079965.1_PDT001079867.1|2|2|2|2|2|2|2|2|
|GCA_019079985.1_PDT001079860.1|499|5|2|39|2|3|1|5|
|GCA_019080445.1_PDT001079866.1|2|2|2|2|2|2|2|2|
|GCA_019080485.1_PDT001079853.1|2|2|2|2|2|2|2|2|
|GCA_019080505.1_PDT001079854.1|2|2|2|2|2|2|2|2|
|GCA_019081265.1_PDT001079873.1|2|2|2|2|2|2|2|2|
|GCA_019081285.1_PDT001079874.1|2|2|2|2|2|2|2|2|
|GCA_019081305.1_PDT001079881.1|2|2|2|2|2|2|2|2|
|GCA_019081325.1_PDT001079880.1|2|2|2|2|2|2|2|2|
|GCA_019081405.1_PDT001079877.1|2|2|2|2|2|2|2|2|
|GCA_019081465.1_PDT001079875.1|2|2|2|2|2|2|2|2|
|GCA_019081485.1_PDT001079870.1|1091|1|153|1|2|65|1|5|
|GCA_019082905.1_PDT001079878.1|2|2|2|2|2|2|2|2|
|GCA_019082945.1_PDT001079869.1|2|2|2|2|2|2|2|2|
|GCA_019178055.1_PDT001084322.1|2|2|2|2|2|2|2|2|
|GCA_019178075.1_PDT001084323.1|2|2|2|2|2|2|2|2|
|GCA_019178215.1_PDT001084321.1|2|2|2|2|2|2|2|2|
|GCA_019189085.1_ASM1918908v1|-|166?|2|1|1|5|1|1|
|GCA_019189145.1_ASM1918914v1|-|1|2|1|~1|5|1|1|
|GCA_019189155.1_ASM1918915v1|-|255|3|7?|109?|76?|4|4|
|GCA_019217325.1_PDT000106766.2|2|2|2|2|2|2|2|2|
|GCA_019242015.1_PDT000173863.2|25|3|3|2|4|7|2|4|
|GCA_019257585.1_PDT001090223.1|16|7|7|2|2|8|4|4|
|GCA_019270435.1_PDT001091067.1|1142|34|4|37|1|5|6|36|
|GCA_019270525.1_PDT001091071.1|2|2|2|2|2|2|2|2|
|GCA_019271375.1_PDT001091068.1|2|2|2|2|2|2|2|2|
|GCA_019271395.1_PDT001091078.1|2|2|2|2|2|2|2|2|
|GCA_019271415.1_PDT001091066.1|2|2|2|2|2|2|2|2|
|GCA_019271425.1_PDT001091083.1|1142|34|4|37|1|5|6|36|
|GCA_019271615.1_PDT001091056.1|1142|34|4|37|1|5|6|36|
|GCA_019271655.1_PDT001091053.1|2|2|2|2|2|2|2|2|
|GCA_019271835.1_PDT001091037.1|1142|34|4|37|1|5|6|36|
|GCA_019272315.1_PDT001091028.1|1142|34|4|37|1|5|6|36|
|GCA_019304905.1_PDT001093816.1|15|6|6|8|2|3|5|4|
|GCA_019304925.1_PDT001093822.1|15|6|6|8|2|3|5|4|
|GCA_019305065.1_PDT001093818.1|15|6|6|8|2|3|5|4|
|GCA_019305165.1_PDT001093814.1|15|6|6|8|2|3|5|4|
|GCA_019305205.1_PDT001093819.1|15|6|6|8|2|3|5|4|
|GCA_019305385.1_PDT001093943.1|2|2|2|2|2|2|2|2|
|GCA_019305405.1_PDT001093924.1|2|2|2|2|2|2|2|2|
|GCA_019305465.1_PDT001093952.1|2|2|2|2|2|2|2|2|
|GCA_019305505.1_PDT001093920.1|2|2|2|2|2|2|2|2|
|GCA_019305525.1_PDT001093898.1|2|2|2|2|2|2|2|2|
|GCA_019305545.1_PDT001093931.1|2|2|2|2|2|2|2|2|
|GCA_019305565.1_PDT001093926.1|2|2|2|2|2|2|2|2|
|GCA_019305585.1_PDT001093923.1|2|2|2|2|2|2|2|2|
|GCA_019305605.1_PDT001093815.1|15|6|6|8|2|3|5|4|
|GCA_019305625.1_PDT001093948.1|2|2|2|2|2|2|2|2|
|GCA_019305645.1_PDT001093894.1|2|2|2|2|2|2|2|2|
|GCA_019305665.1_PDT001093925.1|2|2|2|2|2|2|2|2|
|GCA_019305685.1_PDT001093820.1|15|6|6|8|2|3|5|4|
|GCA_019305705.1_PDT001093951.1|2|2|2|2|2|2|2|2|
|GCA_019305725.1_PDT001093954.1|2|2|2|2|2|2|2|2|
|GCA_019305745.1_PDT001093944.1|2|2|2|2|2|2|2|2|
|GCA_019305765.1_PDT001093921.1|2|2|2|2|2|2|2|2|
|GCA_019305785.1_PDT001093930.1|2|2|2|2|2|2|2|2|
|GCA_019305805.1_PDT001093917.1|2|2|2|2|2|2|2|2|
|GCA_019305825.1_PDT001093907.1|2|2|2|2|2|2|2|2|
|GCA_019305845.1_PDT001093821.1|15|6|6|8|2|3|5|4|
|GCA_019305865.1_PDT001093893.1|2|2|2|2|2|2|2|2|
|GCA_019305885.1_PDT001093892.1|2|2|2|2|2|2|2|2|
|GCA_019305925.1_PDT001093942.1|2|2|2|2|2|2|2|2|
|GCA_019305945.1_PDT001093940.1|2|2|2|2|2|2|2|2|
|GCA_019305965.1_PDT001093953.1|2|2|2|2|2|2|2|2|
|GCA_019306005.1_PDT001093889.1|2|2|2|2|2|2|2|2|
|GCA_019306025.1_PDT001093936.1|2|2|2|2|2|2|2|2|
|GCA_019314645.1_PDT001093913.1|25|3|3|2|4|7|2|4|
|GCA_019314665.1_PDT001093911.1|2|2|2|2|2|2|2|2|
|GCA_019314685.1_PDT001093941.1|2|2|2|2|2|2|2|2|
|GCA_019314705.1_PDT001093934.1|2|2|2|2|2|2|2|2|
|GCA_019314725.1_PDT001093905.1|2|2|2|2|2|2|2|2|
|GCA_019314745.1_PDT001093906.1|2|2|2|2|2|2|2|2|
|GCA_019314805.1_PDT001094548.1|2|2|2|2|2|2|2|2|
|GCA_019314925.1_PDT001094545.1|2|2|2|2|2|2|2|2|
|GCA_019316205.1_PDT001094474.1|2|2|2|2|2|2|2|2|
|GCA_019316225.1_PDT001094473.1|1091|1|153|1|2|65|1|5|
|GCA_019316265.1_PDT001094475.1|2|2|2|2|2|2|2|2|
|GCA_019316285.1_PDT001094471.1|2|2|2|2|2|2|2|2|
|GCA_019316305.1_PDT001094472.1|2|2|2|2|2|2|2|2|
|GCA_019316325.1_PDT001094470.1|2|2|2|2|2|2|2|2|
|GCA_019316345.1_PDT001094468.1|1091|1|153|1|2|65|1|5|
|GCA_019316365.1_PDT001094467.1|2|2|2|2|2|2|2|2|
|GCA_019316385.1_PDT001094469.1|1091|1|153|1|2|65|1|5|
|GCA_019316405.1_PDT001094464.1|2|2|2|2|2|2|2|2|
|GCA_019316425.1_PDT001094463.1|2|2|2|2|2|2|2|2|
|GCA_019316445.1_PDT001094461.1|2|2|2|2|2|2|2|2|
|GCA_019316465.1_PDT001094462.1|499|5|2|39|2|3|1|5|
|GCA_019316485.1_PDT001094458.1|2|2|2|2|2|2|2|2|
|GCA_019316505.1_PDT001094466.1|2|2|2|2|2|2|2|2|
|GCA_019316525.1_PDT001094465.1|2|2|2|2|2|2|2|2|
|GCA_019316545.1_PDT001094459.1|2|2|2|2|2|2|2|2|
|GCA_019316565.1_PDT001094460.1|2|2|2|2|2|2|2|2|
|GCA_019316585.1_PDT001094457.1|2|2|2|2|2|2|2|2|
|GCA_019316605.1_PDT001094456.1|2|2|2|2|2|2|2|2|
|GCA_019316625.1_PDT001094455.1|2|2|2|2|2|2|2|2|
|GCA_019316645.1_PDT001094447.1|499|5|2|39|2|3|1|5|
|GCA_019316665.1_PDT001094448.1|2|2|2|2|2|2|2|2|
|GCA_019316685.1_PDT001094450.1|2|2|2|2|2|2|2|2|
|GCA_019316705.1_PDT001094449.1|2|2|2|2|2|2|2|2|
|GCA_019316725.1_PDT001094454.1|2|2|2|2|2|2|2|2|
|GCA_019316755.1_PDT001094452.1|2|2|2|2|2|2|2|2|
|GCA_019316785.1_PDT001094445.1|2|2|2|2|2|2|2|2|
|GCA_019316805.1_PDT001094446.1|2|2|2|2|2|2|2|2|
|GCA_019316845.1_PDT001094444.1|2|2|2|2|2|2|2|2|
|GCA_019316865.1_PDT001094443.1|2|2|2|2|2|2|2|2|
|GCA_019316925.1_PDT001094442.1|2|2|2|2|2|2|2|2|
|GCA_019316935.1_PDT001094441.1|2|2|2|2|2|2|2|2|
|GCA_019317365.1_PDT001094439.1|2|2|2|2|2|2|2|2|
|GCA_019317385.1_PDT001094440.1|2|2|2|2|2|2|2|2|
|GCA_019317405.1_PDT001094436.1|499|5|2|39|2|3|1|5|
|GCA_019317425.1_PDT001094435.1|2|2|2|2|2|2|2|2|
|GCA_019317445.1_PDT001094438.1|499|5|2|39|2|3|1|5|
|GCA_019317465.1_PDT001094431.1|2|2|2|2|2|2|2|2|
|GCA_019317485.1_PDT001094421.1|2|2|2|2|2|2|2|2|
|GCA_019317505.1_PDT001094423.1|2|2|2|2|2|2|2|2|
|GCA_019317525.1_PDT001094422.1|2|2|2|2|2|2|2|2|
|GCA_019317545.1_PDT001094420.1|2|2|2|2|2|2|2|2|
|GCA_019317565.1_PDT001094419.1|2|2|2|2|2|2|2|2|
|GCA_019317585.1_PDT001094418.1|499|5|2|39|2|3|1|5|
|GCA_019317605.1_PDT001094416.1|2|2|2|2|2|2|2|2|
|GCA_019317625.1_PDT001094414.1|2|2|2|2|2|2|2|2|
|GCA_019317665.1_PDT001094417.1|2|2|2|2|2|2|2|2|
|GCA_019317685.1_PDT001094413.1|2|2|2|2|2|2|2|2|
|GCA_019317725.1_PDT001094409.1|499|5|2|39|2|3|1|5|
|GCA_019317735.1_PDT001094411.1|2|2|2|2|2|2|2|2|
|GCA_019317755.1_PDT001094408.1|499|5|2|39|2|3|1|5|
|GCA_019317785.1_PDT001094412.1|2|2|2|2|2|2|2|2|
|GCA_019320895.1_PDT001093958.1|2|2|2|2|2|2|2|2|
|GCA_019321055.1_PDT001093956.1|2|2|2|2|2|2|2|2|
|GCA_019321075.1_PDT001093957.1|2|2|2|2|2|2|2|2|
|GCA_019321095.1_PDT001093950.1|2|2|2|2|2|2|2|2|
|GCA_019321115.1_PDT001093947.1|2|2|2|2|2|2|2|2|
|GCA_019321135.1_PDT001093946.1|2|2|2|2|2|2|2|2|
|GCA_019321155.1_PDT001093937.1|2|2|2|2|2|2|2|2|
|GCA_019321175.1_PDT001093945.1|2|2|2|2|2|2|2|2|
|GCA_019321195.1_PDT001093929.1|2|2|2|2|2|2|2|2|
|GCA_019321215.1_PDT001093933.1|2|2|2|2|2|2|2|2|
|GCA_019321235.1_PDT001093935.1|2|2|2|2|2|2|2|2|
|GCA_019321255.1_PDT001093928.1|2|2|2|2|2|2|2|2|
|GCA_019321275.1_PDT001093927.1|2|2|2|2|2|2|2|2|
|GCA_019321295.1_PDT001093922.1|2|2|2|2|2|2|2|2|
|GCA_019321315.1_PDT001093918.1|2|2|2|2|2|2|2|2|
|GCA_019321335.1_PDT001093915.1|2|2|2|2|2|2|2|2|
|GCA_019321355.1_PDT001093919.1|2|2|2|2|2|2|2|2|
|GCA_019321395.1_PDT001093916.1|2|2|2|2|2|2|2|2|
|GCA_019321415.1_PDT001093912.1|2|2|2|2|2|2|2|2|
|GCA_019321425.1_PDT001093914.1|2|2|2|2|2|2|2|2|
|GCA_019321455.1_PDT001093903.1|2|2|2|2|2|2|2|2|
|GCA_019321475.1_PDT001093909.1|2|2|2|2|2|2|2|2|
|GCA_019321495.1_PDT001093908.1|2|2|2|2|2|2|2|2|
|GCA_019321515.1_PDT001093902.1|2|2|2|2|2|2|2|2|
|GCA_019321535.1_PDT001093901.1|2|2|2|2|2|2|2|2|
|GCA_019321555.1_PDT001093900.1|2|2|2|2|2|2|2|2|
|GCA_019321575.1_PDT001093890.1|2|2|2|2|2|2|2|2|
|GCA_019321595.1_PDT001093888.1|2|2|2|2|2|2|2|2|
|GCA_019321615.1_PDT001093897.1|2|2|2|2|2|2|2|2|
|GCA_019321635.1_PDT001093895.1|2|2|2|2|2|2|2|2|
|GCA_019321655.1_PDT001093817.1|15|6|6|8|2|3|5|4|
|GCA_019377735.1_PDT001097244.1|2|2|2|2|2|2|2|2|
|GCA_019377795.1_PDT001097240.1|-|2|~2|2|2|2|2|2|
|GCA_019377815.1_PDT001097241.1|2|2|2|2|2|2|2|2|
|GCA_019505705.1_PDT001106459.1|499|5|2|39|2|3|1|5|
|GCA_019505725.1_PDT001106462.1|-|1|1|1|2|65|1|~43|
|GCA_019505745.1_PDT001106478.1|2|2|2|2|2|2|2|2|
|GCA_019505765.1_PDT001106484.1|2|2|2|2|2|2|2|2|
|GCA_019505785.1_PDT001106475.1|-|2|2|68|2|2|2|2|
|GCA_019505805.1_PDT001106480.1|2|2|2|2|2|2|2|2|
|GCA_019505825.1_PDT001106456.1|2|2|2|2|2|2|2|2|
|GCA_019505845.1_PDT001106451.1|2|2|2|2|2|2|2|2|
|GCA_019505865.1_PDT001106449.1|2|2|2|2|2|2|2|2|
|GCA_019505885.1_PDT001106444.1|2|2|2|2|2|2|2|2|
|GCA_019505905.1_PDT001106446.1|2|2|2|2|2|2|2|2|
|GCA_019505925.1_PDT001106441.1|499|5|2|39|2|3|1|5|
|GCA_019505945.1_PDT001106438.1|2|2|2|2|2|2|2|2|
|GCA_019505985.1_PDT001106434.1|2|2|2|2|2|2|2|2|
|GCA_019506005.1_PDT001106423.1|79|26|2|2|2|29|4|5|
